title,price,pricePerSqft,areaSqft,location,city,bedrooms,bathrooms,furnishing,facing,reraStatus,latitude,longitude,propertyUrl
Alameen Milano Orchard,"Rs. 21,000",12,N/A,"Urapakkam, Chennai",Chennai South,3,2,Semifurnished,2,NO,12.855658,80.069417,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-alameen-milano-orchard-urapakkam-chennai-south-1400-sq-ft-r1-spid-T73945093
N/A,"Rs. 9,000",22,N/A,"Old Perungalathur, Chennai",Chennai South,1,1,Semifurnished,N/A,NO,0,0,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-old-perungalathur-chennai-south-400-sq-ft-spid-V81017621
Vigneswaran Dhanalakshmi,"Rs. 15,000",13,1100,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.86596,80.064496,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-rent-in-vigneswaran-dhanalakshmi-urapakkam-chennai-south-1100-sq-ft-spid-R81011385
individual house new perungalathur ,"Rs. 5,000",12,400,"New perungalathur, Perungalathur",Chennai South,1,1,Semifurnished,N/A,NO,12.90622,80.09679,https://www.99acres.com/studio-apartment-flat-for-rent-in-new-perungalathur-chennai-south-400-sq-ft-spid-L81008267
CMDA Approved plots,Rs. 40.76 Lac,3996,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-113-sq-yard-spid-R81004221
N/A,Rs. 96 Lac,2000,N/A,"SSM Nagar, Perungalathur",Chennai South,N/A,0,N/A,N/A,NO,12.89539057,80.11701356,https://www.99acres.com/residential-land-plot-for-sale-in-ssm-nagar-chennai-south-533-sq-yard-spid-X81003735
Athanur Village,Rs. 45 Lac,1590,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,7,NO,12.862362,80.069388,https://www.99acres.com/residential-land-plot-for-sale-in-athanur-village-urapakkam-chennai-south-314-sq-yard-spid-H81001457
N/A,Rs. 1.68 Crore,7000,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86466312,80.0721817,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-spid-A80993029
SSM Nagar Housing Complex,Rs. 31 Lac,4725,656,"New perungalathur, Perungalathur",Chennai South,1,1,Furnished,2,NO,12.898288,80.102468,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ssm-nagar-housing-complex-new-perungalathur-chennai-south-656-sq-ft-r1-spid-E78244841
N/A,Rs. 50 Lac,2500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.8521535,80.0600942,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-r2-spid-T68067064
N/A,"Rs. 5,000",12,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,Semifurnished,N/A,NO,80.220425,12.979635,https://www.99acres.com/other-residential-property-for-rent-in-new-perungalathur-chennai-south-400-sq-ft-spid-T80976103
N/A,"Rs. 15,000",18,730,"Perungalathur, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,13.04425621,80.20041656,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-perungalathur-chennai-south-800-sq-ft-spid-L80969917
N/A,"Rs. 10,500",11,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Semifurnished,1,NO,0,0,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-rent-in-new-perungalathur-chennai-south-900-sq-ft-spid-S80969893
Sai Arul Apartment,Rs. 32 Lac,2633,1215,"Urapakkam, Chennai",Chennai South,3,2,Unfurnished,3,NO,12.87096,80.067511,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sai-arul-apartment-urapakkam-chennai-south-1215-sq-ft-r1-spid-M79866799
N/A,Rs. 1.68 Crore,7000,N/A,"Iyyenchery, Urapakkam",Chennai South,N/A,0,N/A,1,NO,12.86015067,80.08010676,https://www.99acres.com/residential-land-plot-for-sale-in-iyyenchery-chennai-south-267-sq-yard-spid-G80958079
N/A,Rs. 79.2 Lac,3300,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-267-sq-yard-spid-X80941289
N/A,"Rs. 21,000",23,N/A,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,2,1,Semifurnished,N/A,NO,12.911485,80.097057,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-srinivasa-nagar-new-perungalathur-chennai-south-900-sq-ft-spid-W80928785
G Square Magica,Rs. 81.3 Lac,6907,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.8672,80.074845,https://www.99acres.com/residential-land-plot-for-sale-in-g-square-magica-urapakkam-chennai-south-131-sq-yard-spid-T80923557
N/A,Rs. 80 Lac,6808,N/A,"Urapakkam, Chennai",Chennai South,4,4,Furnished,3,NO,12.86802,80.07245,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1701-sq-ft-spid-F80919855
Sri Krishna Apartments,Rs. 28 Lac,4000,700,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,4,NO,12.865433,80.06941,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sri-krishna-apartments-urapakkam-chennai-south-700-sq-ft-spid-U80919523
N/A,"Rs. 11,000",18,N/A,"Perungalathur, Chennai",Chennai South,1,2,Semifurnished,N/A,NO,0,0,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-perungalathur-chennai-south-600-sq-ft-spid-B80915151
N/A,Rs. 1.5 Crore,1007,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.86801624,80.07244873,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-1656-sq-yard-spid-V80914379
N/A,"Rs. 14,000",12,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,2,NO,12.90622,80.09679,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-new-perungalathur-chennai-south-1100-sq-ft-spid-M80899239
Isha Apartment,Rs. 76.2 Lac,6803,1120,"Urapakkam West, Chennai",Chennai South,3,2,Unfurnished,4,NO,13.093902,80.22986,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-west-chennai-south-1310-sq-ft-r2-spid-M77106771
Sudarsan acres,"Rs. 10,500",10,790,"Perungalathur, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.9139832,80.0908658,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-sudarsan-acres-perungalathur-chennai-south-970-sq-ft-spid-V80887287
N/A,Rs. 90.5 Lac,4309,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-233-sq-yard-spid-K80885115
N/A,Rs. 60 Lac,6000,N/A,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,0,0,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-perungalathur-chennai-south-1000-sq-ft-spid-N80880749
ROSE VILLAS,Rs. 48 Lac,6400,N/A,"Vandalur, GST Road",Chennai South,2,2,Unfurnished,5,NO,13.093893,80.22985,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-750-sq-ft-spid-A80798107
StepsStone Ethiraj,"Rs. 16,000",17,N/A,"Perungalathur, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.90519,80.09514,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-stepsstone-ethiraj-perungalathur-chennai-south-932-sq-ft-r2-spid-P68430368
Swethaa Sai Krupa,Rs. 8 Lac,1066,750,"Perungalathur, Chennai",Chennai South,2,2,Semifurnished,3,NO,12.924587,80.100151,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-swethaa-sai-krupa-perungalathur-chennai-south-750-sq-ft-spid-R80854071
"5th cross street, patti amman koil street ",Rs. 1.25 Crore,5208,N/A,"Ganapathy Nagar, GST Road",Chennai South,2,2,Unfurnished,3,NO,12.897196,80.080072,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ganapathy-nagar-chennai-south-2400-sq-ft-spid-S80849215
Emerald Green Hills,"Rs. 30,000",25,N/A,"Perungalathur, Chennai",Chennai South,3,3,Semifurnished,3,NO,12.891219,80.113131,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-emerald-green-hills-perungalathur-chennai-south-1500-sq-ft-spid-H80848645
N/A,Rs. 92 Lac,4097,N/A,"Otteri Extension, GST Road",Chennai South,N/A,0,N/A,3,NO,12.88364671,80.07818613,https://www.99acres.com/residential-land-plot-for-sale-in-otteri-extension-chennai-south-249-sq-yard-spid-B80842315
N/A,Rs. 3 Lac,150000,N/A,"Otteri Extension, GST Road",Chennai South,1,1,Furnished,N/A,NO,12.88364671,80.07818613,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-otteri-extension-chennai-south-2-sq-ft-spid-R80841569
N/A,Rs. 78 Lac,3250,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-r1-spid-Y67846016
KARUNYA SHREE VILLAS,Rs. 47.5 Lac,5937,N/A,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,2,NO,13.093893,80.22985,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-perungalathur-chennai-south-800-sq-ft-spid-S80797691
SHIVANYA CROWN VILLAS,Rs. 60 Lac,7500,N/A,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,1,NO,13.093893,80.22985,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-perungalathur-chennai-south-800-sq-ft-spid-I80797525
KAVEENS VILLA,Rs. 48 Lac,6000,N/A,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,5,NO,13.093893,80.22985,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-perungalathur-chennai-south-800-sq-ft-spid-H80771295
N/A,Rs. 56 Lac,5013,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-124-sq-yard-spid-B80814095
VEG ONLY / Shree Vidhya Apartments,"Rs. 7,500",9,796,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,3,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-urapakkam-chennai-south-796-sq-ft-spid-T80810905
Swami vivekananda street,Rs. 60 Lac,5714,950,"Archana Nagar, Perungalathur",Chennai South,2,2,Semifurnished,2,NO,12.9129519,80.0971468,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-archana-nagar-chennai-south-1050-sq-ft-spid-Y80808485
Varsam Sri Pillaiyar,Rs. 55 Lac,8461,650,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,3,NO,12.86297,80.07301,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-varsam-sri-pillaiyar-urapakkam-chennai-south-971-sq-ft-spid-L80801839
SKC Lotus Apartment,"Rs. 7,500",11,666,"Urapakkam, Chennai",Chennai South,1,1,Unfurnished,3,NO,12.864173,80.068936,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-skc-lotus-apartment-urapakkam-chennai-south-666-sq-ft-spid-Q80792677
Shri Sheshadri Brindhavan,Rs. 32 Lac,4444,720,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,3,NO,12.904759,80.0890842,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shri-sheshadri-brindhavan-new-perungalathur-chennai-south-720-sq-ft-spid-G80782703
N/A,Rs. 29 Lac,4833,N/A,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,N/A,0,N/A,7,NO,12.911485,80.097057,https://www.99acres.com/residential-land-plot-for-sale-in-srinivasa-nagar-new-perungalathur-chennai-south-67-sq-yard-spid-S80773807
N/A,Rs. 60 Lac,6896,N/A,"Sri Balaji Nagar, Urapakkam",Chennai South,2,2,Unfurnished,N/A,NO,12.868539,80.071314,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sri-balaji-nagar-chennai-south-870-sq-ft-spid-I80744949
GRN Apartments,Rs. 35 Lac,4787,731,"Urapakkam, Chennai",Chennai South,2,1,Semifurnished,1,NO,12.858898,80.067614,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-grn-apartments-urapakkam-chennai-south-731-sq-ft-spid-W80739127
Serasa Fortune,Rs. 46.5 Lac,4428,1100,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,5,NO,12.8646604,80.0739384,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-serasa-fortune-urapakkam-chennai-south-1250-sq-ft-spid-F80735753
on request,Rs. 60 Lac,13333,450,"Urapakkam West, Chennai",Chennai South,1,1,Semifurnished,2,NO,12.862131,80.055627,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-1200-sq-ft-spid-P80730785
N/A,Rs. 43.06 Lac,4500,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,N/A,YES,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-106-sq-yard-spid-C80728551
N/A,"Rs. 15,000",12,N/A,"Senthil Nagar, Urapakkam",Chennai South,2,2,Semifurnished,5,NO,12.862222,80.07659,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-senthil-nagar-chennai-south-1200-sq-ft-spid-Z80728323
Archana Apartments,"Rs. 20,000",22,900,"Urapakkam, Chennai",Chennai South,2,2,Furnished,2,NO,12.865688,80.068015,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-archana-apartments-urapakkam-chennai-south-900-sq-ft-spid-K80727733
skm homes ,Rs. 73 Lac,5725,1036,"Urapakkam West, Chennai",Chennai South,2,2,Semifurnished,2,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-west-chennai-south-1275-sq-ft-spid-Q80717207
Anantham Apartments,Rs. 45 Lac,6206,725,"Old Perungalathur, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.918082,80.084575,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-anantham-apartments-old-perungalathur-chennai-south-725-sq-ft-spid-J80715861
Antonys Mon Reve,Rs. 35 Lac,4569,766,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.840951,80.085445,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antonys-mon-reve-urapakkam-chennai-south-766-sq-ft-spid-D80702943
Green valley apartment sathyasai nagar urapakkam ,Rs. 36 Lac,5128,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-780-sq-ft-r1-spid-Z76715105
N/A,Rs. 83 Lac,3458,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-spid-Y80701879
G Square Azure,Rs. 38 Lac,5013,758,"Perungalathur, Chennai",Chennai South,2,2,Furnished,N/A,NO,12.8923868,80.1264743,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-g-square-azure-perungalathur-chennai-south-758-sq-ft-spid-Z80693609
Kumaran Nagar 4Th Street,"Rs. 10,000",2000,N/A,"Old Perungalathur, Chennai",Chennai South,3,3,Unfurnished,N/A,NO,12.91717,80.08562,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-kumaran-nagar-4th-street-old-perungalathur-chennai-south-5-sq-ft-spid-R80680319
on request,Rs. 46.5 Lac,5000,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,5,NO,13.035051,80.10859,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-new-perungalathur-chennai-south-930-sq-ft-spid-N80612727
on request,Rs. 46.5 Lac,5000,N/A,"Old Perungalathur, Chennai",Chennai South,2,2,Unfurnished,5,NO,13.034872,80.108765,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-old-perungalathur-chennai-south-930-sq-ft-spid-R80612657
KPN Marvel Township,Rs. 29.59 Lac,2499,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,7,NO,12.83733,80.1133,https://www.99acres.com/residential-land-plot-for-sale-in-kpn-marvel-township-urapakkam-chennai-south-132-sq-yard-spid-E80661633
N/A,"Rs. 18,000",15,N/A,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,2,NO,12.89,80.08,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-vandalur-chennai-south-1200-sq-ft-spid-U80660471
N/A,Rs. 1.2 Crore,6000,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-222-sq-yard-spid-G80654307
on request,Rs. 49.5 Lac,4950,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,3,NO,13.034872,80.108765,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-new-perungalathur-chennai-south-1000-sq-ft-spid-T80612765
on request,Rs. 49.5 Lac,4950,N/A,"Old Perungalathur, Chennai",Chennai South,2,2,Unfurnished,1,NO,13.01888,80.13923,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-old-perungalathur-chennai-south-1000-sq-ft-spid-K80612705
GRA Vandalur Park Residency,Rs. 52 Lac,5777,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,3,NO,12.868971,80.074239,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gra-vandalur-park-residency-urapakkam-chennai-south-900-sq-ft-r1-spid-T73753721
N/A,Rs. 1.85 Crore,9978,N/A,"Urapakkam, Chennai",Chennai South,4,4,Unfurnished,N/A,NO,80.220425,12.979635,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1854-sq-ft-spid-W80574445
N/A,Rs. 80.5 Lac,4702,N/A,"Iyyenchery, Urapakkam",Chennai South,N/A,0,N/A,3,NO,12.86015067,80.08010676,https://www.99acres.com/residential-land-plot-for-sale-in-iyyenchery-chennai-south-190-sq-yard-spid-M80572939
N/A,"Rs. 17,000",14,1000,"Urapakkam West, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-urapakkam-west-chennai-south-1100-sq-ft-spid-E80565711
N/A,Rs. 83 Lac,3458,N/A,"Kannadasan Nagar, Mannivakkam, Urapakkam",Chennai South,N/A,0,N/A,1,NO,12.86261778,80.05816708,https://www.99acres.com/residential-land-plot-for-sale-in-kannadasan-nagar-mannivakkam-chennai-south-267-sq-yard-spid-W80551831
Yashva Classic Green,Rs. 40 Lac,6667,650,"Vandalur, GST Road",Chennai South,2,2,Unfurnished,4,NO,12.897507,80.080429,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vandalur-chennai-south-675-sq-ft-spid-U80533123
N/A,Rs. 64 Lac,7748,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.865332,80.074161,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-92-sq-yard-spid-C80473565
N/A,Rs. 1.34 Crore,4500,N/A,"Venkatesapuram, GST Road",Chennai South,N/A,0,N/A,N/A,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-venkatesapuram-chennai-south-332-sq-yard-spid-K80456205
N/A,Rs. 25.25 Lac,517,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,N/A,NO,12.88878785,80.05977631,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-542-sq-yard-r2-spid-P74212479
Independent Flat,Rs. 59 Lac,5995,984,"New perungalathur, Perungalathur",Chennai South,3,3,N/A,N/A,NO,80.220425,12.979635,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-new-perungalathur-chennai-south-984-sq-ft-spid-E80434081
Anuska Apartment,Rs. 40 Lac,3872,1033,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,N/A,NO,12.89531,80.081891,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-anuska-apartment-vandalur-chennai-south-1033-sq-ft-spid-Q80426445
N/A,Rs. 62 Lac,5636,N/A,"Urapakkam, Chennai",Chennai South,2,2,Furnished,N/A,NO,0,0,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1100-sq-ft-spid-E80424697
N/A,Rs. 1.8 Crore,12000,N/A,"Urapakkam West, Chennai",Chennai South,4,4,Semifurnished,1,NO,12.862131,80.055627,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-1500-sq-ft-spid-M80405345
Akash Garden,Rs. 27 Lac,3375,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.895731,80.07878,https://www.99acres.com/residential-land-plot-for-sale-in-akash-garden-vandalur-chennai-south-89-sq-yard-spid-G80400467
Isha Anandham,Rs. 37.5 Lac,5349,701,"New perungalathur, Perungalathur",Chennai South,2,2,Semifurnished,2,NO,12.891064,80.114651,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-isha-anandham-new-perungalathur-chennai-south-701-sq-ft-spid-O80391093
Lands Care Apsara,Rs. 19 Lac,190,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,8,NO,12.865564,80.068945,https://www.99acres.com/residential-land-plot-for-sale-in-lands-care-apsara-urapakkam-chennai-south-1111-sq-yard-spid-T80388729
N/A,Rs. 1.9 Crore,1815,N/A,"Archana Nagar, Perungalathur",Chennai South,N/A,0,N/A,N/A,NO,12.9129519,80.0971468,https://www.99acres.com/residential-land-plot-for-sale-in-archana-nagar-chennai-south-1163-sq-yard-spid-K80379583
Subiksham Garden,Rs. 42.16 Lac to 95.56 Lac,5199,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,N/A,NO,12.889958,80.080299,https://www.99acres.com/residential-land-plot-for-sale-in-subiksham-garden-vandalur-chennai-south-90-sq-yard-to-204-sq-yard-npspid-R80366973
Hare Saran flats,Rs. 27 Lac,5454,495,"Urapakkam West, Chennai",Chennai South,1,1,Unfurnished,5,NO,12.862131,80.055627,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-west-chennai-south-495-sq-ft-r1-spid-B80049041
N/A,Rs. 1.35 Crore,7894,1710,"New perungalathur, Perungalathur",Chennai South,3,3,Semifurnished,4,NO,0,0,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-new-perungalathur-chennai-south-1710-sq-ft-spid-T80349929
N/A,Rs. 45 Lac,5590,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,0,0,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-urapakkam-chennai-south-805-sq-ft-spid-P80349365
N/A,Rs. 33 Lac,5500,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-67-sq-yard-spid-I80348869
